Segment ID,Direction,LBoro,12:00-1:00 AM,1:00-2:00AM,2:00-3:00AM,3:00-4:00AM,4:00-5:00AM,5:00-6:00AM,6:00-7:00AM,7:00-8:00AM,8:00-9:00AM,9:00-10:00AM,10:00-11:00AM,11:00-12:00PM,12:00-1:00PM,1:00-2:00PM,2:00-3:00PM,3:00-4:00PM,4:00-5:00PM,5:00-6:00PM,6:00-7:00PM,7:00-8:00PM,8:00-9:00PM,9:00-10:00PM,10:00-11:00PM,11:00-12:00AM,daily_volume
2984,SB,5.0,22.666666666666668,13.333333333333334,9.0,6.111111111111111,8.11111111111111,13.444444444444445,35.0,96.88888888888889,126.22222222222223,102.77777777777777,108.66666666666667,129.44444444444446,133.66666666666666,144.55555555555554,171.88888888888889,169.0,150.66666666666666,147.22222222222223,133.88888888888889,101.55555555555556,80.44444444444444,58.888888888888886,42.333333333333336,29.444444444444443,2035.2222222222222
2984,WB,5.0,16.4,12.8,5.8,4.0,6.0,18.0,24.4,84.6,189.6,84.0,84.8,101.4,101.8,117.6,148.4,201.6,138.0,135.8,127.4,102.8,80.8,47.6,26.2,16.8,1876.6
3017,NB,5.0,99.0,58.888888888888886,29.88888888888889,26.555555555555557,51.77777777777778,108.66666666666667,162.44444444444446,292.77777777777777,329.44444444444446,301.77777777777777,340.22222222222223,386.6666666666667,419.3333333333333,436.22222222222223,484.77777777777777,496.55555555555554,498.3333333333333,495.0,477.3333333333333,403.6666666666667,304.6666666666667,216.55555555555554,157.22222222222223,124.77777777777777,6702.555555555556
3017,SB,5.0,140.88888888888889,83.0,47.666666666666664,36.666666666666664,38.333333333333336,76.55555555555556,212.11111111111111,370.3333333333333,402.1111111111111,345.8888888888889,365.55555555555554,406.6666666666667,453.3333333333333,482.55555555555554,542.6666666666666,505.44444444444446,520.5555555555555,498.55555555555554,516.0,451.0,369.77777777777777,277.22222222222223,204.33333333333334,170.11111111111111,7517.333333333333
3115,NB,5.0,66.0,37.8,31.0,22.6,55.8,169.0,196.6,381.6,464.6,290.8,291.0,326.0,365.8,371.0,470.2,556.4,484.6,500.4,450.4,432.6,335.2,193.8,119.8,94.2,6707.2
3115,SB,5.0,62.0,33.2,21.0,17.6,19.2,48.6,154.8,277.0,276.4,197.0,196.4,213.6,230.0,243.0,314.4,330.4,339.8,324.2,311.2,266.6,188.8,137.2,99.6,80.8,4382.8
3720,EB,5.0,88.0,50.642857142857146,31.142857142857142,22.214285714285715,33.07142857142857,85.14285714285714,255.42857142857142,485.07142857142856,502.92857142857144,450.64285714285717,489.14285714285717,505.2857142857143,511.2857142857143,519.7142857142857,523.6428571428571,535.0,528.8571428571429,511.2857142857143,500.2857142857143,433.42857142857144,319.42857142857144,235.14285714285714,152.71428571428572,111.42857142857143,7880.928571428572
3720,WB,5.0,68.78571428571429,35.214285714285715,21.357142857142858,16.571428571428573,17.785714285714285,41.642857142857146,83.92857142857143,225.5,267.2142857142857,280.7142857142857,316.57142857142856,379.2857142857143,406.2857142857143,423.07142857142856,446.57142857142856,462.5,466.57142857142856,460.14285714285717,424.42857142857144,379.2142857142857,288.64285714285717,205.85714285714286,132.14285714285714,95.35714285714286,5945.357142857143
4234,NB,5.0,21.4,14.0,10.8,6.8,16.0,53.4,80.6,168.0,164.0,87.8,89.4,101.4,100.6,114.2,141.6,157.2,132.6,152.8,149.8,128.4,81.8,47.4,33.8,22.8,2076.6
4234,SB,5.0,21.4,11.8,7.6,5.4,4.2,16.6,48.0,129.6,105.4,56.8,49.0,67.2,80.0,89.4,113.6,124.0,122.2,130.8,137.6,109.6,70.6,51.8,37.4,20.8,1610.8
4237,NB,5.0,26.77777777777778,15.444444444444445,8.777777777777779,9.222222222222221,14.444444444444445,30.666666666666668,54.22222222222222,110.55555555555556,125.44444444444444,108.22222222222223,111.33333333333333,115.44444444444444,122.55555555555556,116.22222222222223,146.0,139.22222222222223,135.44444444444446,148.44444444444446,145.44444444444446,114.0,73.44444444444444,59.55555555555556,43.22222222222222,31.444444444444443,2005.5555555555557
4237,SB,5.0,24.88888888888889,16.0,10.222222222222221,7.666666666666667,8.11111111111111,9.444444444444445,34.55555555555556,86.44444444444444,91.11111111111111,66.88888888888889,80.22222222222223,85.33333333333333,86.0,102.66666666666667,127.33333333333333,125.55555555555556,129.22222222222223,130.33333333333334,120.22222222222223,103.77777777777777,78.66666666666667,56.333333333333336,41.111111111111114,31.0,1653.111111111111
4297,EB,5.0,4.666666666666667,3.111111111111111,2.6666666666666665,1.1111111111111112,2.111111111111111,4.888888888888889,13.444444444444445,30.22222222222222,24.444444444444443,17.0,24.0,23.666666666666668,26.333333333333332,22.77777777777778,26.555555555555557,24.77777777777778,27.666666666666668,30.666666666666668,28.444444444444443,20.333333333333332,18.555555555555557,11.666666666666666,9.666666666666666,6.888888888888889,405.6666666666667
4297,WB,5.0,4.0,1.7777777777777777,1.4444444444444444,0.8888888888888888,2.6666666666666665,3.888888888888889,10.444444444444445,18.77777777777778,16.11111111111111,13.333333333333334,15.333333333333334,15.555555555555555,19.555555555555557,20.555555555555557,22.555555555555557,23.666666666666668,23.666666666666668,23.0,21.333333333333332,19.666666666666668,14.88888888888889,12.555555555555555,7.333333333333333,5.444444444444445,318.44444444444446
4340,EB,5.0,89.55555555555556,67.0,49.55555555555556,40.22222222222222,64.22222222222223,148.33333333333334,344.44444444444446,418.6666666666667,447.3333333333333,470.22222222222223,475.6666666666667,473.22222222222223,501.55555555555554,532.2222222222222,508.6666666666667,472.3333333333333,487.1111111111111,473.3333333333333,423.44444444444446,355.77777777777777,265.44444444444446,191.66666666666666,142.0,111.88888888888889,7553.888888888889
4340,NB,5.0,139.0,96.8,74.8,68.0,88.8,189.8,484.4,745.2,781.6,555.2,444.6,448.8,473.4,480.2,505.8,515.2,505.6,516.6,452.0,387.4,309.4,267.2,204.2,159.4,8893.4
4340,SB,5.0,143.2,94.4,58.0,56.8,54.6,73.0,151.8,325.4,437.4,377.0,337.4,350.2,353.4,373.4,425.2,570.4,588.8,598.2,530.8,410.2,295.0,240.6,167.0,141.6,7153.8
4340,WB,5.0,85.33333333333333,52.666666666666664,41.44444444444444,22.77777777777778,34.44444444444444,57.111111111111114,95.11111111111111,190.77777777777777,267.44444444444446,245.11111111111111,265.3333333333333,349.0,392.0,397.22222222222223,429.3333333333333,431.77777777777777,462.3333333333333,449.1111111111111,438.77777777777777,375.3333333333333,302.1111111111111,216.88888888888889,167.33333333333334,117.22222222222223,5886.0
4832,EB,5.0,69.66666666666667,38.333333333333336,26.333333333333332,24.77777777777778,32.22222222222222,55.111111111111114,145.11111111111111,251.77777777777777,282.1111111111111,258.77777777777777,261.0,302.44444444444446,319.1111111111111,325.8888888888889,316.55555555555554,331.22222222222223,351.3333333333333,339.55555555555554,319.22222222222223,279.1111111111111,197.77777777777777,161.22222222222223,139.88888888888889,106.33333333333333,4934.888888888889
4832,WB,5.0,77.77777777777777,43.77777777777778,30.444444444444443,28.333333333333332,27.11111111111111,51.22222222222222,95.66666666666667,209.55555555555554,272.1111111111111,265.3333333333333,304.6666666666667,344.44444444444446,367.3333333333333,371.44444444444446,372.8888888888889,387.8888888888889,401.1111111111111,402.55555555555554,351.1111111111111,284.0,205.77777777777777,170.33333333333334,177.44444444444446,141.33333333333334,5383.666666666667
4876,EB,5.0,56.333333333333336,32.333333333333336,25.833333333333332,24.0,34.0,65.33333333333333,200.66666666666666,373.5,367.5,294.1666666666667,261.1666666666667,290.3333333333333,307.8,326.8,347.0,364.8,410.0,396.8,350.4,302.4,238.6,183.8,124.6,97.2,5573.0
4876,WB,5.0,55.333333333333336,33.333333333333336,24.666666666666668,25.166666666666668,31.166666666666668,52.666666666666664,120.33333333333333,199.5,352.0,270.0,287.0,313.0,336.6,360.2,417.2,482.2,516.8,503.8,456.0,337.8,233.6,172.6,118.8,97.8,5824.8
5520,NB,5.0,113.5,71.16666666666667,49.166666666666664,40.166666666666664,62.833333333333336,138.16666666666666,395.0,864.6666666666666,893.3333333333334,620.0,580.3333333333334,703.8333333333334,743.0,791.0,841.2,835.8,840.2,834.0,756.4,679.8,529.8,453.2,285.4,201.4,12582.0
5520,SB,5.0,120.16666666666667,68.5,47.833333333333336,38.166666666666664,44.166666666666664,89.33333333333333,183.5,396.5,545.3333333333334,517.0,561.6666666666666,679.0,685.0,717.0,814.6,922.4,974.2,1022.2,872.0,643.2,467.8,360.2,259.8,184.4,11266.8
6644,NB,5.0,53.666666666666664,33.0,22.88888888888889,21.444444444444443,33.888888888888886,77.27777777777777,138.83333333333334,274.1111111111111,320.1666666666667,370.72222222222223,438.27777777777777,505.94444444444446,527.7222222222222,491.27777777777777,528.5,507.8888888888889,477.77777777777777,463.0,439.77777777777777,336.1111111111111,208.05555555555554,151.22222222222223,114.72222222222223,84.83333333333333,6621.111111111111
6644,SB,5.0,123.66666666666667,69.55555555555556,49.611111111111114,34.94444444444444,41.333333333333336,94.16666666666667,186.44444444444446,416.05555555555554,434.27777777777777,453.44444444444446,551.1111111111111,666.3333333333334,752.0,709.2777777777778,759.2777777777778,778.2777777777778,753.0,755.0555555555555,701.8888888888889,586.4444444444445,427.3888888888889,325.6111111111111,239.33333333333334,162.61111111111111,10071.111111111111
7431,EB,5.0,80.92857142857143,45.42857142857143,31.214285714285715,28.857142857142858,43.357142857142854,142.78571428571428,374.64285714285717,569.2142857142857,562.5714285714286,447.42857142857144,412.35714285714283,432.57142857142856,470.42857142857144,454.5,530.1428571428571,531.5714285714286,492.07142857142856,500.7142857142857,491.07142857142856,391.2142857142857,297.2857142857143,230.42857142857142,183.0,128.35714285714286,7872.142857142857
7431,WB,5.0,91.07142857142857,48.642857142857146,27.142857142857142,23.285714285714285,29.428571428571427,53.142857142857146,95.78571428571429,251.78571428571428,268.57142857142856,270.7142857142857,306.7857142857143,341.5,349.2857142857143,366.7857142857143,433.85714285714283,477.42857142857144,512.2857142857143,502.2857142857143,441.5,393.5,284.7857142857143,229.64285714285714,171.07142857142858,131.21428571428572,6101.5
7564,EB,5.0,132.44444444444446,78.22222222222223,48.888888888888886,29.11111111111111,49.666666666666664,144.22222222222223,412.0,668.2222222222222,721.4444444444445,696.4444444444445,722.3333333333334,848.2222222222222,963.4444444444445,803.0,941.0,927.4444444444445,890.5555555555555,969.0,883.2222222222222,703.2222222222222,573.6666666666666,403.22222222222223,297.1111111111111,241.0,13147.111111111111
7886,EB,5.0,19.46153846153846,10.0,5.153846153846154,4.461538461538462,6.461538461538462,14.615384615384615,45.07692307692308,129.6153846153846,109.61538461538461,77.38461538461539,70.53846153846153,70.07692307692308,82.0,92.3076923076923,111.46153846153847,99.0,80.84615384615384,79.15384615384616,80.0,61.84615384615385,48.0,38.69230769230769,35.15384615384615,29.076923076923077,1400.0
7886,WB,5.0,8.071428571428571,4.928571428571429,4.0,1.9285714285714286,3.9285714285714284,7.928571428571429,7.071428571428571,16.785714285714285,26.071428571428573,21.714285714285715,20.642857142857142,25.285714285714285,25.785714285714285,26.0,38.57142857142857,43.785714285714285,37.214285714285715,31.5,32.07142857142857,26.142857142857142,23.214285714285715,17.714285714285715,14.857142857142858,9.857142857142858,475.07142857142856
8070,EB,5.0,92.77777777777777,47.333333333333336,37.77777777777778,22.555555555555557,25.88888888888889,57.44444444444444,181.88888888888889,354.44444444444446,356.0,322.44444444444446,341.77777777777777,385.0,442.1111111111111,468.1111111111111,517.8888888888889,504.6666666666667,488.44444444444446,469.3333333333333,464.8888888888889,376.1111111111111,313.55555555555554,230.88888888888889,182.0,126.22222222222223,6809.555555555556
8070,NB,5.0,72.44444444444444,35.888888888888886,29.333333333333332,25.11111111111111,31.333333333333332,82.88888888888889,169.77777777777777,316.22222222222223,369.55555555555554,382.55555555555554,406.3333333333333,469.55555555555554,515.2222222222222,484.55555555555554,513.5555555555555,510.3333333333333,479.6666666666667,438.44444444444446,416.77777777777777,350.0,251.33333333333334,187.66666666666666,152.22222222222223,109.44444444444444,6800.222222222223
8070,SB,5.0,106.33333333333333,63.55555555555556,35.0,31.11111111111111,28.22222222222222,62.666666666666664,192.66666666666666,387.1111111111111,427.8888888888889,462.0,473.0,528.1111111111111,602.5555555555555,606.7777777777778,708.5555555555555,686.1111111111111,705.2222222222222,672.4444444444445,624.0,490.77777777777777,376.44444444444446,301.55555555555554,223.55555555555554,152.0,8947.666666666666
8070,WB,5.0,95.44444444444444,53.333333333333336,37.111111111111114,31.555555555555557,49.55555555555556,116.33333333333333,242.22222222222223,525.3333333333334,590.3333333333334,574.7777777777778,610.2222222222222,706.0,778.7777777777778,777.1111111111111,801.0,831.2222222222222,773.7777777777778,746.5555555555555,690.7777777777778,529.3333333333334,347.22222222222223,289.1111111111111,226.44444444444446,158.44444444444446,10582.0
8119,NB,5.0,61.357142857142854,33.07142857142857,26.571428571428573,21.857142857142858,34.42857142857143,88.85714285714286,207.0,333.14285714285717,331.5,297.7142857142857,296.07142857142856,288.14285714285717,320.42857142857144,317.35714285714283,338.5,372.2857142857143,327.57142857142856,302.07142857142856,295.07142857142856,264.85714285714283,216.85714285714286,170.21428571428572,134.85714285714286,108.5,5188.285714285715
